uniprot_id,gene,embed_paratope,embed_wholeFv,naive_cdr_identity,biophys_hydrophobicity,biophys_charge,biophys_length,annotation_receptor_prior,is_positive
P30460,HLA-B,0.8629106879234314,0.846268892288208,0.375,-0.5599447513812155,-8.100000000000001,362,1,0
P30461,HLA-B,0.8629106879234314,0.846268892288208,0.375,-0.5599447513812155,-8.100000000000001,362,1,0
P30462,HLA-B,0.8629106879234314,0.846268892288208,0.375,-0.5599447513812155,-8.100000000000001,362,1,0
P30464,HLA-B,0.8629106879234314,0.846268892288208,0.375,-0.5599447513812155,-8.100000000000001,362,1,0
P30466,HLA-B,0.8629106879234314,0.846268892288208,0.375,-0.5599447513812155,-8.100000000000001,362,1,0
P30475,HLA-B,0.8629106879234314,0.846268892288208,0.375,-0.5599447513812155,-8.100000000000001,362,1,0
P30479,HLA-B,0.8629106879234314,0.846268892288208,0.375,-0.5599447513812155,-8.100000000000001,362,1,0
P30480,HLA-B,0.8629106879234314,0.846268892288208,0.375,-0.5599447513812155,-8.100000000000001,362,1,0
P30481,HLA-B,0.8629106879234314,0.846268892288208,0.375,-0.5599447513812155,-8.100000000000001,362,1,0
P30483,HLA-B,0.8629106879234314,0.846268892288208,0.375,-0.5599447513812155,-8.100000000000001,362,1,0
P30484,HLA-B,0.8629106879234314,0.846268892288208,0.375,-0.5599447513812155,-8.100000000000001,362,1,0
P30485,HLA-B,0.8629106879234314,0.846268892288208,0.375,-0.5599447513812155,-8.100000000000001,362,1,0
P30486,HLA-B,0.8629106879234314,0.846268892288208,0.375,-0.5599447513812155,-8.100000000000001,362,1,0
P30487,HLA-B,0.8629106879234314,0.846268892288208,0.375,-0.5599447513812155,-8.100000000000001,362,1,0
P30488,HLA-B,0.8629106879234314,0.846268892288208,0.375,-0.5599447513812155,-8.100000000000001,362,1,0
P30490,HLA-B,0.8629106879234314,0.846268892288208,0.375,-0.5599447513812155,-8.100000000000001,362,1,0
P30491,HLA-B,0.8629106879234314,0.846268892288208,0.375,-0.5599447513812155,-8.100000000000001,362,1,0
P30492,HLA-B,0.8629106879234314,0.846268892288208,0.375,-0.5599447513812155,-8.100000000000001,362,1,0
P30493,HLA-B,0.8629106879234314,0.846268892288208,0.375,-0.5599447513812155,-8.100000000000001,362,1,0
P30495,HLA-B,0.8629106879234314,0.846268892288208,0.375,-0.5599447513812155,-8.100000000000001,362,1,0
P30498,HLA-B,0.8629106879234314,0.846268892288208,0.375,-0.5599447513812155,-8.100000000000001,362,1,0
P30499,HLA-C,0.8570627570152283,0.8473033905029297,0.375,-0.5352459016393436,-6.200000000000001,366,1,0
P30501,HLA-C,0.8570627570152283,0.8473033905029297,0.375,-0.5352459016393436,-6.200000000000001,366,1,0
P30504,HLA-C,0.8570627570152283,0.8473033905029297,0.375,-0.5352459016393436,-6.200000000000001,366,1,0
P30505,HLA-C,0.8570627570152283,0.8473033905029297,0.375,-0.5352459016393436,-6.200000000000001,366,1,0
P30508,HLA-C,0.8570627570152283,0.8473033905029297,0.375,-0.5352459016393436,-6.200000000000001,366,1,0
P30510,HLA-C,0.8570627570152283,0.8473033905029297,0.375,-0.5352459016393436,-6.200000000000001,366,1,0
P30511,HLA-F,0.8622528314590454,0.8407256603240967,0.375,-0.5349710982658957,-11.000000000000002,346,1,0
P30512,HLA-A,0.8715814352035522,0.8468470573425293,0.375,-0.49863013698630104,-7.100000000000001,365,1,0
P30518,AVPR2,0.7697091698646545,0.7751764059066772,0.375,0.338274932614555,12.899999999999999,371,1,0
P30530,AXL,0.82520991563797,0.867315411567688,0.375,-0.29127516778523466,-26.89999999999999,894,3,0
P30531,SLC6A1,0.7716163396835327,0.7090510725975037,0.5,0.4637729549248751,5.299999999999999,599,1,0
P30532,CHRNA5,0.8142868876457214,0.8234269022941589,0.375,0.1096153846153845,-1.100000000000001,468,1,0
P30542,ADORA1,0.7824060320854187,0.7620967626571655,0.375,0.7003067484662593,7.499999999999998,326,1,0
P30550,GRPR,0.7681363821029663,0.7478102445602417,0.375,0.4781250000000005,9.6,384,1,0
P30556,AGTR1,0.7521353960037231,0.7526165246963501,0.375,0.5540389972144857,17.6,359,1,0
P30559,OXTR,0.7931990623474121,0.7899115085601807,0.4444444444444444,0.5203084832904887,19.6,389,1,0
P30685,HLA-B,0.8629106879234314,0.846268892288208,0.375,-0.5599447513812155,-8.100000000000001,362,1,0
P30825,SLC7A1,0.735220730304718,0.698133647441864,0.375,0.5923688394276642,-6.700000000000001,629,1,0
P30872,SSTR1,0.765317440032959,0.7942692041397095,0.375,0.4877237851662406,6.199999999999999,391,1,0
P30874,SSTR2,0.744327187538147,0.7573013305664062,0.375,0.4617886178861785,11.299999999999999,369,1,0
P30926,CHRNB4,0.8159116506576538,0.8072761297225952,0.3333333333333333,0.09196787148594368,6.699999999999999,498,1,0
P30939,HTR1F,0.7882040143013,0.7610965371131897,0.5,0.24453551912568272,12.0,366,1,0
P30953,OR1E1,0.562942385673523,0.6414729356765747,0.4444444444444444,0.7554140127388538,2.799999999999999,314,1,0
P30954,OR10J1,0.5981429815292358,0.6633368730545044,0.375,0.7603125000000002,12.699999999999998,320,1,0
P30968,GNRHR,0.7866140007972717,0.7673550844192505,0.5,0.3533536585365851,15.799999999999997,328,1,0
P30988,CALCR,0.8131162524223328,0.7964870929718018,0.375,0.06054852320675072,8.599999999999996,474,1,0
P30989,NTSR1,0.7970190644264221,0.7859458327293396,0.375,0.29090909090909095,15.299999999999997,418,1,0
P31358,CD52,0.7639793753623962,0.7032679915428162,0.2222222222222222,0.8442622950819672,1.1,61,1,0
P31391,SSTR4,0.7302330732345581,0.7757817506790161,0.375,0.5981958762886611,11.4,388,1,0
P31639,SLC5A2,0.7901789546012878,0.7715439796447754,0.4444444444444444,0.5845238095238104,1.9999999999999982,672,1,0
P31641,SLC6A6,0.7866929769515991,0.7255038619041443,0.375,0.42774193548387074,1.6,620,1,0
P31644,GABRA5,0.7688249349594116,0.7832252383232117,0.375,-0.16277056277056293,11.799999999999999,462,1,0
P31645,SLC6A4,0.7854694128036499,0.7181464433670044,0.5,0.4223809523809527,-4.3000000000000025,630,1,0
P31785,IL2RG,0.8723548650741577,0.8627910614013672,0.4444444444444444,-0.3731707317073172,-6.700000000000003,369,1,0
P31994,FCGR2B,0.8822907209396362,0.9167838096618652,0.3333333333333333,-0.24645161290322581,-6.9,310,2,0
P31995,FCGR2C,0.8895714282989502,0.915569543838501,0.3333333333333333,-0.33157894736842103,-1.9,323,2,0
P31997,CEACAM8,0.8865551948547363,0.9195218086242676,0.375,-0.28968481375358174,0.49999999999999956,349,1,0
P32004,L1CAM,0.838896632194519,0.8644724488258362,0.375,-0.4490055688146365,-20.60000000000001,1257,1,0
P32238,CCKAR,0.7859216928482056,0.7863385677337646,0.375,0.1995327102803735,17.3,428,1,0
P32239,CCKBR,0.7579426765441895,0.7919456362724304,0.3333333333333333,0.36420581655481066,24.6,447,1,0
P32241,VIPR1,0.8348852396011353,0.8411957025527954,0.375,0.2575492341356674,6.8999999999999995,457,1,0
P32245,MC4R,0.8063598871231079,0.7741015553474426,0.25,0.7707831325301214,3.0,332,1,0
P32246,CCR1,0.7643781304359436,0.7705956697463989,0.375,0.48816901408450725,4.1,355,1,0
P32247,BRS3,0.7930903434753418,0.7821693420410156,0.4444444444444444,0.33233082706766914,10.799999999999997,399,1,0
P32248,CCR7,0.7751433253288269,0.7821794748306274,0.4444444444444444,0.664285714285715,9.5,378,1,0
P32249,GPR183,0.772588312625885,0.7552666068077087,0.3333333333333333,0.34349030470914127,18.0,361,2,0
P32297,CHRNA3,0.8082364797592163,0.8096126317977905,0.375,0.16633663366336626,-3.3,505,1,0
P32302,CXCR5,0.7754891514778137,0.793391227722168,0.375,0.47231182795698984,6.4999999999999964,372,1,0
P32418,SLC8A1,0.8051369786262512,0.7414785623550415,0.375,0.03946557040082199,-45.899999999999984,973,0,0
P32745,SSTR3,0.7533743381500244,0.7948597073554993,0.375,0.25215311004784696,7.399999999999999,418,1,0
P32926,DSG3,0.8447312712669373,0.8240912556648254,0.4444444444444444,-0.2038038038038035,-33.9,999,0,0
P32927,CSF2RB,0.843726634979248,0.8441100120544434,0.375,-0.41806020066889626,-22.10000000000001,897,1,0
P32942,ICAM3,0.8540629148483276,0.878676176071167,0.375,-0.057586837294332636,-13.000000000000004,547,1,0
P32970,CD70,0.8506450653076172,0.8238690495491028,0.375,0.0005181347150259118,5.7,193,1,0
P32971,TNFSF8,0.8680784702301025,0.8216537833213806,0.4444444444444444,0.10000000000000006,1.5999999999999996,234,1,0
P33032,MC5R,0.7952389121055603,0.7711935639381409,0.25,0.7166153846153855,8.1,325,1,0
P33151,CDH5,0.8124516010284424,0.8172101378440857,0.4444444444444444,-0.4248724489795912,-28.699999999999996,784,2,0
P33527,ABCC1,0.7868984341621399,0.7483197450637817,0.375,0.14892227302416763,-1.5000000000000084,1531,0,0
P33681,CD80,0.8896199464797974,0.8956018686294556,0.3333333333333333,-0.26354166666666673,1.9000000000000004,288,1,0
P33765,ADORA3,0.7804666757583618,0.7470618486404419,0.3333333333333333,0.8578616352201269,10.599999999999998,318,1,0
P34741,SDC2,0.8173798322677612,0.7694355249404907,0.3333333333333333,-0.4069651741293535,-10.8,201,1,0
P34810,CD68,0.8445546627044678,0.8163744211196899,0.375,-0.13502824858757093,7.899999999999995,354,1,0
P34903,GABRA3,0.7971135377883911,0.7983578443527222,0.3333333333333333,-0.07317073170731728,7.099999999999996,492,1,0
P34910,EVI2B,0.8114434480667114,0.7609227895736694,0.4444444444444444,-0.5223214285714284,-16.6,448,0,0
P34925,RYK,0.8437540531158447,0.8353666663169861,0.4444444444444444,-0.05140032948929168,0.39999999999999714,607,2,0
P34969,HTR7,0.8335747122764587,0.8258515000343323,0.375,0.24300626304801726,14.899999999999999,479,1,0
P34972,CNR2,0.8209967613220215,0.8015525937080383,0.375,0.45111111111111185,6.1,360,1,0
P34981,TRHR,0.7833999395370483,0.7551812529563904,0.375,0.4304020100502514,7.4,398,1,0
P34982,OR1D2,0.585803747177124,0.6618006229400635,0.375,0.7317307692307699,10.999999999999998,312,1,0
P34995,PTGER1,0.7486724853515625,0.7303727269172668,0.375,0.5203980099502493,30.700000000000003,402,1,0
P34998,CRHR1,0.7853455543518066,0.7985703945159912,0.375,0.2787951807228912,21.2,415,1,0
P35052,GPC1,0.8117640614509583,0.769492506980896,0.5,-0.34551971326164893,0.8999999999999999,558,1,0
P35070,BTC,0.8173677325248718,0.7812272310256958,0.25,-0.06741573033707855,5.4,178,0,0
P35212,GJA4,0.8196630477905273,0.7592660784721375,0.4444444444444444,-0.06126126126126127,1.399999999999999,333,0,0
P35346,SSTR5,0.7047643065452576,0.7581602334976196,0.375,0.5931318681318691,15.2,364,1,0
P35348,ADRA1A,0.8229644298553467,0.8098181486129761,0.3333333333333333,0.3070815450643777,21.10000000000001,466,1,0
P35367,HRH1,0.8254629373550415,0.7994096279144287,0.375,-0.0860369609856266,20.2,487,1,0
P35368,ADRA1B,0.8248414397239685,0.8137471675872803,0.375,0.06442307692307672,23.700000000000003,520,1,0
P35372,OPRM1,0.7744840383529663,0.7744463682174683,0.375,0.3112500000000002,7.699999999999999,400,1,0
P35408,PTGER4,0.8365699648857117,0.807312548160553,0.5,0.18790983606557346,11.900000000000002,488,1,0
P35410,MAS1L,0.8305050134658813,0.8044292330741882,0.3333333333333333,0.6502645502645511,10.0,378,2,0
P35414,APLNR,0.7796593904495239,0.7946420907974243,0.375,0.2878947368421052,1.6,380,1,0
P35462,DRD3,0.8117697238922119,0.8095116019248962,0.375,0.31999999999999973,15.799999999999999,400,1,0
P35498,SCN1A,0.79573655128479,0.7396222949028015,0.375,-0.00856147336983573,-25.699999999999996,2009,1,0
P35499,SCN4A,0.8131961822509766,0.7634943723678589,0.5,0.07113289760348605,-58.49999999999997,1836,1,0
P35590,TIE1,0.8528894782066345,0.8717190027236938,0.375,-0.23725834797890977,-2.3000000000000074,1138,3,0
P35613,BSG,0.88554447889328,0.8869856595993042,0.3333333333333333,-0.3228571428571429,-12.700000000000003,385,0,0
P35916,FLT4,0.8719152808189392,0.8670207858085632,0.4444444444444444,-0.32428466617754903,-21.199999999999996,1363,2,0
P35968,KDR,0.868639349937439,0.8489590883255005,0.4444444444444444,-0.27300884955752164,-24.4,1356,2,1
P36544,CHRNA7,0.8094242215156555,0.8252612352371216,0.375,0.08306772908366533,-5.700000000000001,502,1,0
P36888,FLT3,0.8545621633529663,0.8330919742584229,0.375,-0.24209466263846932,-21.9,993,3,0
P36894,BMPR1A,0.8213804364204407,0.77818763256073,0.375,-0.17537593984962413,3.1000000000000014,532,1,0
P36896,ACVR1B,0.8315856456756592,0.8086745738983154,0.5,-0.09366336633663366,-1.4000000000000021,505,1,0
P36897,TGFBR1,0.8262608051300049,0.7989253401756287,0.5,-0.055069582504970405,2.6000000000000014,503,1,0
P36941,LTBR,0.8370625972747803,0.8487685918807983,0.3333333333333333,-0.36758620689655147,-11.600000000000001,435,1,0
P37023,ACVRL1,0.8359641432762146,0.8229940533638,0.4444444444444444,-0.2163021868787277,2.899999999999997,503,2,0
P37088,SCNN1A,0.8562932014465332,0.8397094011306763,0.375,-0.4170403587443947,2.499999999999999,669,1,0
P37173,TGFBR2,0.8304196000099182,0.7952815890312195,0.4444444444444444,-0.3543209876543211,-14.300000000000004,567,1,0
P37288,AVPR1A,0.8158555626869202,0.8105063438415527,0.3333333333333333,0.11004784688995209,18.6,418,1,0
P38484,IFNGR2,0.8744491934776306,0.8540439605712891,0.5,0.030563798219584472,-7.3999999999999995,337,1,0
P38567,SPAM1,0.8173525333404541,0.7643380165100098,0.375,-0.032023575638506954,-0.40000000000000036,509,0,0
P38570,ITGAE,0.8497052788734436,0.8407188653945923,0.4444444444444444,-0.15021204410517416,-31.599999999999966,1179,1,0
P39086,GRIK1,0.799376368522644,0.8025617003440857,0.375,-0.14346405228758208,-1.2999999999999985,918,1,0
P40126,DCT,0.8170490264892578,0.7624939680099487,0.375,-0.3231213872832361,-0.5000000000000044,519,0,0
P40189,IL6ST,0.8666808605194092,0.843544065952301,0.4444444444444444,-0.45653594771241807,-18.700000000000003,918,2,0
P40197,GP5,0.7566735744476318,0.7944447994232178,0.375,0.1314285714285706,15.799999999999995,560,0,0
P40198,CEACAM3,0.8913453817367554,0.9011660218238831,0.3333333333333333,0.01111111111111103,-2.2999999999999994,252,1,0
P40199,CEACAM6,0.885047197341919,0.9192999601364136,0.375,-0.1779069767441861,-4.5,344,1,0
P40200,CD96,0.8899177312850952,0.8676469922065735,0.3333333333333333,-0.3153846153846153,-0.6000000000000019,585,1,0
P40238,MPL,0.847525417804718,0.8493738770484924,0.375,-0.36173228346456626,-8.100000000000007,635,1,0
P40259,CD79B,0.8945249319076538,0.9080318212509155,0.3333333333333333,-0.3371179039301314,-3.6000000000000005,229,2,0
P40879,SLC26A3,0.7441871762275696,0.7111937403678894,0.375,0.3544502617801064,11.1,764,0,0
P40967,PMEL,0.8593162298202515,0.8377786874771118,0.375,0.02602118003025704,-11.900000000000002,661,0,0
P41143,OPRD1,0.7319798469543457,0.7638037204742432,0.375,0.5384408602150542,13.299999999999999,372,1,0
P41145,OPRK1,0.7616651654243469,0.7795003652572632,0.375,0.4815789473684212,2.3999999999999995,380,1,0
P41146,OPRL1,0.7519406080245972,0.7768243551254272,0.375,0.6510810810810809,7.6000000000000005,370,1,0
P41180,CASR,0.8454116582870483,0.8213491439819336,0.4444444444444444,-0.0396103896103897,-18.799999999999997,1078,1,0
P41181,AQP2,0.7190868258476257,0.6792675256729126,0.3333333333333333,0.5140221402214027,-1.1999999999999988,271,0,0
P41217,CD200,0.8922207355499268,0.9205917119979858,0.375,0.10467625899280582,5.800000000000001,278,1,0
P41231,P2RY2,0.759879469871521,0.7906894087791443,0.375,0.23899204244031905,23.6,377,0,0
P41440,SLC19A1,0.8180172443389893,0.7766656875610352,0.375,0.26717428087986506,13.100000000000003,591,1,0
P41586,ADCYAP1R1,0.8326903581619263,0.8178727030754089,0.375,0.22072649572649553,-9.900000000000002,468,1,0
P41587,VIPR2,0.8246362209320068,0.8285402059555054,0.375,0.2876712328767119,6.000000000000001,438,1,0
P41594,GRM5,0.8442347049713135,0.8223823308944702,0.5,-0.09744224422442262,8.200000000000003,1212,1,0
P41595,HTR2B,0.8129850625991821,0.7699280977249146,0.4444444444444444,0.2671517671517679,12.600000000000001,481,1,0
P41597,CCR2,0.7839784026145935,0.7892128825187683,0.4444444444444444,0.46737967914438544,14.799999999999997,374,1,0
P41732,TSPAN7,0.7847067713737488,0.7660086154937744,0.375,0.4289156626506019,0.39999999999999947,249,1,0
P41968,MC3R,0.7981258630752563,0.7691501379013062,0.3333333333333333,0.9352941176470596,-2.0000000000000004,323,1,0
P42081,CD86,0.8924230337142944,0.8871939182281494,0.3333333333333333,-0.3310030395136778,-1.2000000000000006,329,1,0
P42261,GRIA1,0.77923184633255,0.7794626951217651,0.4444444444444444,-0.199227373068433,3.2,906,1,0
P42262,GRIA2,0.7687491178512573,0.7701929211616516,0.375,-0.1612684031710085,2.0,883,1,0
P42263,GRIA3,0.7782059907913208,0.7803327441215515,0.375,-0.234116331096197,10.499999999999996,894,1,0
P42658,DPP6,0.8159946799278259,0.7772444486618042,0.4444444444444444,-0.45028901734103915,-13.400000000000007,865,0,0
P42701,IL12RB1,0.8532954454421997,0.8565376996994019,0.375,-0.32673716012084514,-16.700000000000003,662,2,0
P42702,LIFR,0.8577144145965576,0.8403851985931396,0.5555555555555556,-0.3829535095715591,-21.9,1097,1,0
P42892,ECE1,0.7922562956809998,0.7753840088844299,0.375,-0.37831168831168827,-13.500000000000002,770,0,0
P43003,SLC1A3,0.7360640168190002,0.6989346146583557,0.375,0.37656826568265767,3.4999999999999982,542,1,0
P43004,SLC1A2,0.7642794251441956,0.733280599117279,0.375,0.43414634146341524,-4.8,574,1,0
P43005,SLC1A1,0.7457485795021057,0.7095128297805786,0.4444444444444444,0.5139312977099249,-3.8000000000000007,524,1,0
P43007,SLC1A4,0.7762521505355835,0.7626934051513672,0.375,0.5253759398496253,-4.300000000000001,532,1,0
P43088,PTGFR,0.8158043026924133,0.764869749546051,0.375,0.5445682451253486,13.999999999999996,359,1,0
P43115,PTGER3,0.8194928169250488,0.787987232208252,0.3333333333333333,0.25051282051282026,21.900000000000006,390,1,0
P43116,PTGER2,0.8026020526885986,0.7686641216278076,0.4444444444444444,0.3184357541899441,13.5,358,1,0
P43119,PTGIR,0.8055509924888611,0.7914704084396362,0.4444444444444444,0.4940414507772029,10.499999999999998,386,1,0
P43121,MCAM,0.8584690093994141,0.895514965057373,0.4444444444444444,-0.4162538699690398,-10.999999999999998,646,0,0
P43146,DCC,0.8322882056236267,0.8586253523826599,0.4444444444444444,-0.3317208016586039,-7.200000000000003,1447,1,0
P43220,GLP1R,0.8255859017372131,0.8384506702423096,0.375,0.19438444924406026,6.899999999999999,463,1,0
P43307,SSR1,0.7853351831436157,0.7215934991836548,0.375,-0.31818181818181845,-23.9,286,0,0
P43489,TNFRSF4,0.8309100866317749,0.859144926071167,0.3333333333333333,-0.37509025270758145,8.599999999999998,277,1,0
P43626,KIR2DL1,0.8902034759521484,0.9123882055282593,0.3333333333333333,-0.3129310344827585,-2.4000000000000004,348,2,0
P43627,KIR2DL2,0.8861809968948364,0.9096901416778564,0.3333333333333333,-0.3186781609195401,-2.4000000000000004,348,2,0
P43628,KIR2DL3,0.8819383382797241,0.9084523320198059,0.3333333333333333,-0.32375366568914954,-4.4,341,2,0
P43629,KIR3DL1,0.8748525381088257,0.9085935354232788,0.375,-0.33153153153153153,11.299999999999994,444,2,0
P43630,KIR3DL2,0.8802000284194946,0.9130059480667114,0.375,-0.21428571428571433,8.799999999999995,455,2,0
P43631,KIR2DS2,0.8855034112930298,0.9050239324569702,0.4444444444444444,-0.355921052631579,-5.4,304,2,0
P43632,KIR2DS4,0.8892157077789307,0.9033973813056946,0.4444444444444444,-0.25789473684210534,-6.5,304,2,0
P43657,LPAR6,0.7496174573898315,0.7427933812141418,0.375,0.5281976744186047,15.5,344,1,0
P43681,CHRNA4,0.8365350961685181,0.8457602262496948,0.375,-0.013875598086124452,-0.20000000000000018,627,1,0
P46059,SLC15A1,0.7702718377113342,0.7381371259689331,0.3333333333333333,0.2425141242937854,8.999999999999998,708,0,0
P46089,GPR3,0.7998791337013245,0.7834526896476746,0.375,0.872121212121213,4.6,330,2,0
P46091,GPR1,0.748557984828949,0.7594888806343079,0.375,0.5149295774647887,0.6999999999999966,355,2,0
P46092,CCR10,0.7148543000221252,0.7598345279693604,0.375,0.3187845303867407,15.600000000000001,362,1,0
P46093,GPR4,0.7891258001327515,0.7994340658187866,0.375,0.23397790055248588,8.2,362,2,0
P46094,XCR1,0.7744568586349487,0.7825853824615479,0.375,0.6336336336336345,9.899999999999999,333,1,0
P46095,GPR6,0.7856346368789673,0.7784684896469116,0.3333333333333333,0.7370165745856362,1.9,362,2,0
P46098,HTR3A,0.830509603023529,0.8298419117927551,0.375,0.103765690376569,0.7000000000000003,478,1,0
P46531,NOTCH1,0.8142269849777222,0.7955020070075989,0.4444444444444444,-0.42011741682974735,-116.80000000000028,2555,1,0
P46663,BDKRB1,0.7569372057914734,0.765292227268219,0.375,0.5161473087818703,11.7,353,1,0
P46721,SLCO1A2,0.8005779981613159,0.770121157169342,0.375,0.33641791044776176,-6.3000000000000025,670,1,0
P47211,GALR1,0.7347835898399353,0.7616811990737915,0.375,0.37908309455587436,18.400000000000002,349,1,0
P47775,GPR12,0.8070300221443176,0.7715082764625549,0.375,0.6886227544910188,-0.30000000000000027,334,2,0
P47804,RGR,0.7957972288131714,0.7765315175056458,0.3333333333333333,0.4144329896907212,3.6000000000000005,291,1,0
P47869,GABRA2,0.7639612555503845,0.7832363843917847,0.375,-0.11042128603104226,10.600000000000001,451,1,0
P47870,GABRB2,0.7929790616035461,0.7847278118133545,0.375,-0.1361328125000001,15.599999999999998,512,1,0
P47871,GCGR,0.8291940689086914,0.8346729278564453,0.375,0.10461215932914013,12.499999999999998,477,1,0
P47872,SCTR,0.8153010606765747,0.8304586410522461,0.375,0.24590909090909063,3.4,440,1,0
P47881,OR3A1,0.5733372569084167,0.6614569425582886,0.375,0.6701587301587311,10.6,315,1,0
P47883,OR3A4P,0.6792675256729126,0.7411049604415894,0.375,0.6402298850574716,-1.0999999999999988,348,1,0
P47884,OR1D4,0.5999845266342163,0.6714075803756714,0.375,0.6469453376205798,3.8999999999999977,311,1,0
P47887,OR1E2,0.6430138349533081,0.7010443806648254,0.5,0.75046439628483,2.7999999999999985,323,1,0
P47888,OR3A3,0.5904021263122559,0.6776202917098999,0.375,0.6429906542056076,0.7000000000000006,321,1,0
P47890,OR1G1,0.5789561867713928,0.6537962555885315,0.5,0.739616613418531,-1.000000000000003,313,1,0
P47893,OR3A2,0.6040436625480652,0.6864669322967529,0.375,0.588473520249222,1.7000000000000006,321,1,0
P47898,HTR5A,0.7970119714736938,0.7897882461547852,0.375,0.3851540616246497,8.7,357,1,0
P47900,P2RY1,0.7826451659202576,0.7997511029243469,0.375,0.4573726541554963,17.4,373,0,0
P47901,AVPR1B,0.8054494857788086,0.7970129251480103,0.375,0.22240566037735818,11.7,424,1,0
P48023,FASLG,0.8574805855751038,0.852982223033905,0.375,-0.2889679715302495,10.699999999999998,281,1,0
P48029,SLC6A8,0.7760016918182373,0.7154591083526611,0.5,0.5453543307086623,-3.3000000000000007,635,1,0
P48039,MTNR1A,0.7831507325172424,0.7648849487304688,0.375,0.6094285714285715,17.299999999999997,350,1,0
P48050,KCNJ4,0.7786790728569031,0.7457863092422485,0.375,0.002247191011235971,-8.600000000000001,445,1,0
P48058,GRIA4,0.7873377799987793,0.7891358137130737,0.4444444444444444,-0.1052106430155215,6.4,902,1,0
P48060,GLIPR1,0.801298201084137,0.7760858535766602,0.375,-0.13834586466165408,7.800000000000001,266,0,0
P48065,SLC6A12,0.7980661392211914,0.7480671405792236,0.4444444444444444,0.45065146579804616,-3.4000000000000012,614,1,0
P48066,SLC6A11,0.7942144274711609,0.7383952736854553,0.375,0.4101265822784818,-1.0999999999999992,632,1,0
P48067,SLC6A9,0.7871258854866028,0.7258577346801758,0.375,0.41997167138810254,5.399999999999998,706,1,0
P48145,NPBWR1,0.6810721755027771,0.7154009938240051,0.375,0.6789634146341476,8.3,328,1,0
P48146,NPBWR2,0.7168364524841309,0.7614418268203735,0.375,0.6447447447447452,12.6,333,1,0
P48167,GLRB,0.8018008470535278,0.797027587890625,0.5,-0.0517102615694167,13.2,497,1,0
P48169,GABRA4,0.8053559064865112,0.8076131343841553,0.3333333333333333,-0.1637184115523465,22.799999999999997,554,1,0
P48230,TM4SF4,0.780582070350647,0.7060690522193909,0.3333333333333333,0.6950495049504943,-3.8,202,0,0
P48357,LEPR,0.8552519083023071,0.8289487361907959,0.4444444444444444,-0.1777682403433477,-12.0,1165,1,0
P48509,CD151,0.7612184286117554,0.7688774466514587,0.375,0.3296442687747031,1.5999999999999996,253,1,0
P48546,GIPR,0.8108063340187073,0.8174983859062195,0.375,0.049999999999999815,13.1,466,1,0
P48549,KCNJ3,0.7868663668632507,0.7532464265823364,0.375,-0.21257485029940132,4.799999999999999,501,1,0
P48551,IFNAR2,0.8510748147964478,0.7996328473091125,0.3333333333333333,-0.2755339805825244,-46.9,515,1,0
P48664,SLC1A6,0.752205491065979,0.7188756465911865,0.375,0.3987588652482275,6.799999999999997,564,1,0
P48764,SLC9A3,0.8165652751922607,0.7836989760398865,0.375,0.17577937649880265,0.9000000000000007,834,0,0
P48960,CD97,0.8686736226081848,0.8795026540756226,0.375,-0.03233532934131671,-2.3000000000000056,835,1,0
P49019,HCAR3,0.8042631149291992,0.7838883399963379,0.375,0.3299741602067183,13.599999999999996,387,1,0
P49146,NPY2R,0.7662203907966614,0.7631217241287231,0.4444444444444444,0.34908136482939656,-2.6645352591003757e-15,381,1,0
P49190,PTH2R,0.8382388353347778,0.8304611444473267,0.375,0.1114545454545452,-1.200000000000001,550,1,0
P49238,CX3CR1,0.7855057120323181,0.7810906171798706,0.375,0.5428169014084512,-0.10000000000000098,355,1,0
P49279,SLC11A1,0.7721920609474182,0.7382684946060181,0.375,0.5416363636363649,2.099999999999998,550,0,0
P49281,SLC11A2,0.7650347352027893,0.7282320261001587,0.3333333333333333,0.5524647887323949,-7.0000000000000036,568,0,0
P49286,MTNR1B,0.7963065505027771,0.7936050891876221,0.375,0.5425414364640889,11.899999999999999,362,1,0
P49682,CXCR3,0.7260581254959106,0.7695101499557495,0.375,0.49565217391304356,2.8999999999999977,368,1,0
P49683,PRLHR,0.7178933620452881,0.7424898147583008,0.375,0.6151351351351358,13.199999999999998,370,1,0
P49685,GPR15,0.7772263288497925,0.778872549533844,0.375,0.4466666666666669,12.999999999999996,360,2,0
P49768,PSEN1,0.8031243085861206,0.7254828810691833,0.4444444444444444,0.1822269807280513,-14.000000000000002,467,0,0
P49771,FLT3LG,0.8303290009498596,0.8190409541130066,0.4444444444444444,-0.0251063829787233,1.4,235,2,0
P49810,PSEN2,0.8166922926902771,0.7517480254173279,0.4444444444444444,0.2993303571428572,-24.6,448,0,0
P49961,ENTPD1,0.7884950041770935,0.7799639701843262,0.5,-0.09607843137254936,-5.900000000000002,510,0,0
P50052,AGTR2,0.7612985372543335,0.7713820934295654,0.375,0.541873278236915,16.4,363,1,0
P50281,MMP14,0.8137087225914001,0.8000420331954956,0.375,-0.46512027491408875,2.199999999999999,582,0,0
P50391,NPY4R,0.7955636978149414,0.7921261191368103,0.375,0.5077333333333338,5.599999999999999,375,1,0
P50406,HTR6,0.7990491390228271,0.803062915802002,0.4444444444444444,0.4329545454545472,12.499999999999998,440,1,0
