job,run,gene,uniprot_id,antigen_len,PAE_IF,epitope_reprod,hit,prediction_id
flagship,screen-flagship-Q8NHC6,OR14L1P,Q8NHC6,43,5.735,0.534,0,sab_pred_AQlIz7xYUP90r0pYs5eP
anchor2,screen-anchor2-O43614,HCRTR2,O43614,54,5.775,0.429,0,sab_pred_Qrap0bHeI4cJoeGLnvpJ
flagship,screen-flagship-Q96N87,SLC6A18,Q96N87,88,5.788,0.775,1,sab_pred_6bpBPuZcDZzLrPlPRmw9
flagship,screen-flagship-Q8N6U8,GPR161,Q8N6U8,33,5.796,0.428,0,sab_pred_WIcRVaJVDDKx6o8r3BCT
flagship,screen-flagship-Q8N5C1,FAM26E,Q8N5C1,45,5.796,0.366,0,sab_pred_E5rRIbX0GGUP2g5fyI9t
flagship,screen-flagship-Q9NQ34,TMEM9B,Q9NQ34,73,5.837,0.399,0,sab_pred_pHTvb4QuvZKyz1jU6Y3w
flagship,screen-flagship-Q9BYT1,SLC17A9,Q9BYT1,63,5.838,0.486,0,sab_pred_OkQSo5JQDpmgBPhhFT9i
flagship,screen-flagship-O76082,SLC22A5,O76082,101,5.842,0.963,1,sab_pred_ldMho0DAbQYcccxV5Bsg
flagship,screen-flagship-Q8NBI5,SLC43A3,Q8NBI5,70,5.854,0.329,0,sab_pred_tQ8z5i9mIEWR1WVjrP58
flagship,screen-flagship-Q13336,SLC14A1,Q13336,52,5.865,0.396,0,sab_pred_v6yegy1pbvEeYeVvcTW4
anchor2,screen-anchor2-P49683,PRLHR,P49683,62,5.895,0.517,0,sab_pred_pWta1VuUm1JeIyMi4gmT
flagship,screen-flagship-P22001,KCNA3,P22001,41,5.912,0.524,0,sab_pred_dHgyZ9799OP54GBRpqFW
anchor2,screen-anchor2-Q8N468,MFSD4,Q8N468,65,5.913,0.491,0,sab_pred_rgFghtUxYoyjarg8ieAT
flagship,screen-flagship-Q8NGI0,OR52N2,Q8NGI0,36,5.915,0.36,0,sab_pred_yRykK9C4aexSkoTehifG
flagship,screen-flagship-P32745,SSTR3,P32745,43,5.925,0.47,0,sab_pred_DCou5qYDoMmjd7tSZi3H
flagship,screen-flagship-Q8NGV6,OR5H6,Q8NGV6,41,5.928,0.516,0,sab_pred_Xrz54H3ZJryQWmBQ7JH0
flagship,screen-flagship-Q6W5P4,NPSR1,Q6W5P4,52,5.945,0.408,0,sab_pred_DUz1L2jsf8qrBE5FideN
flagship,screen-flagship-Q9NX52,RHBDL2,Q9NX52,71,5.967,0.339,0,sab_pred_gU9xzauJHsDqvtpfZ1WG
flagship,screen-flagship-Q8NH42,OR4K13,Q8NH42,37,5.969,0.529,0,sab_pred_ENnCzs4UA7sjixQo4LZC
flagship,screen-flagship-Q96SA4,SERINC2,Q96SA4,45,5.979,0.386,0,sab_pred_HtE8HnnEcjqbmV2UwJvR
flagship,screen-flagship-P58181,OR10A3,P58181,37,5.985,0.354,0,sab_pred_mgR16ndx68XScLF39g7h
flagship,screen-flagship-Q8NGC3,OR10G2,Q8NGC3,37,6.055,0.524,0,sab_pred_vhQsFXzzxDpYjKaz3OaD
flagship,screen-flagship-Q6IFG1,OR52E8,Q6IFG1,34,6.056,0.515,0,sab_pred_b98LWOoFpCoMrq2wp9jV
anchor2,screen-anchor2-O14894,TM4SF5,O14894,46,6.067,0.438,0,sab_pred_pvf7cjV4cvSLJUZ2JMF6
flagship,screen-flagship-P14672,SLC2A4,P14672,36,6.067,0.839,1,sab_pred_2vZL62o7gn3XnMlqOuQa
flagship,screen-flagship-A6NGY5,OR51F1,A6NGY5,41,6.071,0.464,0,sab_pred_5iZ4XbJbvRzKh11mXHIP
flagship,screen-flagship-Q8NGZ2,OR14K1,Q8NGZ2,42,6.105,0.479,0,sab_pred_p0z6I3EbqB45v3skLVki
flagship,screen-flagship-Q7RTS6,OTOP2,Q7RTS6,72,6.135,0.267,0,sab_pred_F3nca9pqDBcRRKCe97Mq
flagship,screen-flagship-Q96R08,OR5B12,Q96R08,36,6.154,0.507,0,sab_pred_eFPHaWo7kFXgACMfBKPA
flagship,screen-flagship-P57057,SLC37A1,P57057,61,6.17,0.644,1,sab_pred_0yO49jHbmCrOF1LFHVAs
anchor2,screen-anchor2-Q9H295,DCSTAMP,Q9H295,91,6.182,0.224,0,sab_pred_5pxO3IC6WYiBymWyVFzN
flagship,screen-flagship-P25089,FPR3,P25089,43,6.184,0.448,0,sab_pred_7dJUAmkrY4LU4fIWwTzU
flagship,screen-flagship-Q8TDS7,MRGPRD,Q8TDS7,321,6.189,0.597,1,sab_pred_tfFbupEz7exydaLI2DyP
flagship,screen-flagship-Q9H2C5,OR52A5,Q9H2C5,37,6.215,0.38,0,sab_pred_Vqb3hgmXumFIX0iXqHhU
anchor2,screen-anchor2-P43115,PTGER3,P43115,53,6.217,0.466,0,sab_pred_RY2j3pNEicyofQA5vul3
flagship,screen-flagship-Q86UW1,SLC51A,Q86UW1,48,6.218,0.676,1,sab_pred_ySw7pGPld1T9VTk9Sh35
anchor2,screen-anchor2-Q8NGR1,OR13A1,Q8NGR1,43,6.24,0.532,0,sab_pred_QLT1cyZNw7ekOlOlcGaz
flagship,screen-flagship-Q9NYV7,TAS2R16,Q9NYV7,36,6.252,0.634,1,sab_pred_HUxkrcQYNx2xwXFk7tWz
flagship,screen-flagship-Q9H207,OR10A5,Q9H207,37,6.259,0.293,0,sab_pred_M4LDqY1HAIt43ePdwzLE
flagship,screen-flagship-P30989,NTSR1,P30989,67,6.279,0.335,0,sab_pred_w5ugRfPueekIxx4hKag1
flagship,screen-flagship-Q8NGB6,OR4M2,Q8NGB6,37,6.296,0.557,1,sab_pred_8qZIVivpOlAugQJz8KQx
flagship,screen-flagship-Q8NGJ8,OR51S1,Q8NGJ8,35,6.306,0.475,0,sab_pred_vQMsqy9Qn24OBx5rr2ll
flagship,screen-flagship-Q14439,GPR176,Q14439,42,6.339,0.519,0,sab_pred_K49VHzq1NS9gPxsaHdZW
anchor2,screen-anchor2-Q8NHB1,OR2V1,Q8NHB1,31,6.359,0.58,1,sab_pred_LNJsnq2sQpiup4zDVL8u
flagship,screen-flagship-Q9Y698,CACNG2,Q9Y698,121,6.359,0.301,0,sab_pred_f6OQNCctbBRIcWF5VLNO
flagship,screen-flagship-Q8NGK9,OR5D16,Q8NGK9,36,6.38,0.541,0,sab_pred_ZVKCwkz9xStZ7apoiZTb
anchor2,screen-anchor2-Q7RTS6,OTOP2,Q7RTS6,72,6.401,0.318,0,sab_pred_0JBAIxhkx5ZKgvzOOPAr
flagship,screen-flagship-Q13873,BMPR2,Q13873,124,6.401,0.71,1,sab_pred_BkbJXYazc1lDqt7tM2I9
flagship,screen-flagship-P19075,TSPAN8,P19075,96,6.411,0.462,0,sab_pred_yo41Nr6wxkmja263PoqT
flagship,screen-flagship-P32245,MC4R,P32245,47,6.417,0.391,0,sab_pred_q0QvgrMhRwAqhmpNF5em
flagship,screen-flagship-Q92633,LPAR1,Q92633,50,6.422,0.313,0,sab_pred_kskqL7EOREd3jrhzhr9d
flagship,screen-flagship-Q8WWG1,NRG4,Q8WWG1,62,6.441,0.696,1,sab_pred_CWvOG02lPjfV6lQyTB6o
flagship,screen-flagship-P37288,AVPR1A,P37288,52,6.458,0.489,0,sab_pred_T693cF6wppNBiBbXmYXj
flagship,screen-flagship-Q08AI6,SLC38A11,Q08AI6,46,6.475,0.542,0,sab_pred_nd19f1OnOmV1fy1NhmqM
flagship,screen-flagship-Q8NH53,OR52N1,Q8NH53,36,6.483,0.406,0,sab_pred_Hnk3hCfsQ7h91Li0CvnU
flagship,screen-flagship-Q9P0T7,TMEM9,Q9P0T7,69,6.503,0.615,1,sab_pred_yShl1fXVNpR8dSTmaDw5
flagship,screen-flagship-Q8NGX1,OR2T34,Q8NGX1,37,6.548,0.453,0,sab_pred_xax5xYL2AOztEAgCYy2L
flagship,screen-flagship-P54849,EMP1,P54849,45,6.552,0.649,1,sab_pred_drvHcoLVmoRzi6634xxH
flagship,screen-flagship-Q9NSD7,RXFP3,Q9NSD7,81,6.557,0.584,1,sab_pred_pWnDk4f3PJ036yda7DMu
flagship,screen-flagship-Q969I6,SLC38A4,Q969I6,104,6.571,0.255,0,sab_pred_GWWKd4yS7EbTV7B0A3k2
flagship,screen-flagship-Q8NH55,OR52E5,Q8NH55,30,6.575,0.515,0,sab_pred_CzHQEnmoD2nmjfNENjLB
flagship,screen-flagship-Q5JRV8,TMEM255A,Q5JRV8,116,6.612,0.576,1,sab_pred_3d7tXzbKIhz5XFsIfywF
anchor2,screen-anchor2-P11166,SLC2A1,P11166,33,6.622,0.455,0,sab_pred_NrF3dVrtfIGKe0rlRsJE
flagship,screen-flagship-Q8NGC6,OR4K17,Q8NGC6,37,6.623,0.435,0,sab_pred_cS0vH43b2pq4aC2FgHkC
flagship,screen-flagship-Q9H841,NIPAL2,Q9H841,57,6.64,0.466,0,sab_pred_tpMJMMGwob0NJov0qwRO
flagship,screen-flagship-Q8NH64,OR51A7,Q8NH64,36,6.654,0.37,0,sab_pred_sMokfV6Za6EeGQL7IgeF
flagship,screen-flagship-O76099,OR7C1,O76099,37,6.66,0.578,1,sab_pred_3R9sfemULk5tul4xWUpF
anchor2,screen-anchor2-Q8NGI0,OR52N2,Q8NGI0,36,6.681,0.387,0,sab_pred_eMoPTuyMGlB3S4cT1dZl
flagship,screen-flagship-Q9UKL2,OR52A1,Q9UKL2,37,6.702,0.451,0,sab_pred_swhZ18ApvpmoGpfaJPto
flagship,screen-flagship-Q9BY10,SLC46A2,Q9BY10,34,6.722,0.571,1,sab_pred_6Q355h0vVIXjuwuq3Zur
flagship,screen-flagship-Q8NGN4,OR10G9,Q8NGN4,37,6.752,0.641,1,sab_pred_PUx6aUTT9NPqFc71PP0f
flagship,screen-flagship-Q9H313,TTYH1,Q9H313,129,6.772,0.905,1,sab_pred_yxZyYhoY3EbHpjfbIuDT
anchor2,screen-anchor2-Q8WWG1,NRG4,Q8WWG1,62,6.791,0.862,1,sab_pred_PlMLmhCbg0Oo97P8QuXX
flagship,screen-flagship-Q8NH07,OR11H2,Q8NH07,44,6.791,0.408,0,sab_pred_QbjThRb7cKmmCfjWGEYo
anchor2,screen-anchor2-Q8TDS5,OXER1,Q8TDS5,58,6.82,0.519,0,sab_pred_ewv0WX5McIWv39FMswWn
flagship,screen-flagship-Q8NGY7,OR10J6P,Q8NGY7,36,6.82,0.496,0,sab_pred_17B7TGS0IOmQ8pvHXO9U
flagship,screen-flagship-O95868,LY6G6D,O95868,85,6.86,0.272,0,sab_pred_ueN8ANWCuYy2138pCyOx
anchor2,screen-anchor2-P34741,SDC2,P34741,126,6.864,0.487,0,sab_pred_RYiItLlgaa2jaKLyt8rW
flagship,screen-flagship-Q08722,CD47,Q08722,123,6.919,0.878,1,sab_pred_x7jZrgsQWhi95OVvL64j
flagship,screen-flagship-Q9Y5I7,CLDN16,Q9Y5I7,55,6.925,0.301,0,sab_pred_KoRkmd1I15DDRS9oCppA
anchor2,screen-anchor2-P28336,NMBR,P28336,41,6.973,0.677,1,sab_pred_7jpLc7VOmW8xlF3eiwBw
flagship,screen-flagship-Q6IEY1,OR4F3,Q6IEY1,37,7.012,0.4,0,sab_pred_x5mVERXWwnT9v527AdYH
scrambled,screen-scrambled-FZD5,FZD5,,123,7.02,0.895,1,sab_pred_8yqqa56D8L0gbMtB7jNC
flagship,screen-flagship-Q8NGJ2,OR52H1,Q8NGJ2,32,7.038,0.478,0,sab_pred_ROb7E7ec5E6ZGIYPP1vH
flagship,screen-flagship-O14495,PPAP2B,O14495,50,7.056,0.569,1,sab_pred_irb9X7qtLb2AELX29MNz
anchor2,screen-anchor2-P08913,ADRA2A,P08913,47,7.111,0.447,0,sab_pred_qpB32VYkKJn8Ikt2VWEq
flagship,screen-flagship-Q6UWJ8,CD164L2,Q6UWJ8,112,7.12,0.294,0,sab_pred_k5kY6la4yIGlL8tw4Qtk
flagship,screen-flagship-Q8NGD0,OR4M1,Q8NGD0,37,7.128,0.495,0,sab_pred_w7d630ob6QzQZF3NusaF
flagship,screen-flagship-Q96MC6,HIAT1,Q96MC6,42,7.134,0.564,1,sab_pred_SXZJFU1tLLTieOA5eq1W
flagship,screen-flagship-Q17RY6,LY6K,Q17RY6,121,7.136,0.172,0,sab_pred_Mkxkm7szwqOxmrfJTi36
flagship,screen-flagship-Q8NG92,OR13H1,Q8NG92,37,7.144,0.333,0,sab_pred_rYHckjUTzzqIyO9IrFHQ
flagship,screen-flagship-Q9NYM4,GPR83,Q9NYM4,54,7.155,0.436,0,sab_pred_nGp5hU3Phv949EFcGlql
flagship,screen-flagship-O95013,OR4F21,O95013,37,7.169,0.448,0,sab_pred_1aJgmn2gBXhWgfFMruft
flagship,screen-flagship-Q12999,TSPAN31,Q12999,80,7.171,0.663,1,sab_pred_Q9GMJ1gId9ZDhx68ShwB
flagship,screen-flagship-Q8NGN6,OR10G7,Q8NGN6,37,7.202,0.553,1,sab_pred_t977obbOITS74nuitIdq
flagship,screen-flagship-O60635,TSPAN1,O60635,102,7.226,0.754,1,sab_pred_uFTD16UDfijJU3webYoR
flagship,screen-flagship-Q8NGS6,OR13C3,Q8NGS6,55,7.23,0.488,0,sab_pred_TcdkZuaPg3TPvEhejzd3
flagship,screen-flagship-P41732,TSPAN7,P41732,101,7.237,0.288,0,sab_pred_VrJjKYsWJI5usA1NsysL
flagship,screen-flagship-Q99706,KIR2DL4,Q99706,221,7.241,0.761,1,sab_pred_qpfT1iZjszDXNuI3cbsX
flagship,screen-flagship-B8ZZ34,SHISA8,B8ZZ34,100,7.267,0.386,0,sab_pred_zGQ14INk3Zke1afS9VrD
flagship,screen-flagship-Q15615,OR4D1,Q15615,37,7.283,0.611,1,sab_pred_H35WqKtAoPrHmKsxFHfL
flagship,screen-flagship-Q16720,ATP2B3,Q16720,37,7.314,0.62,1,sab_pred_GqhRSWejWpGZTD7YqzpS
flagship,screen-flagship-P25445,FAS,P25445,148,7.314,0.624,1,sab_pred_S4OFUvRWMCSAkgiI16BT
flagship,screen-flagship-Q8NGP4,OR5M3,Q8NGP4,36,7.325,0.422,0,sab_pred_U1l152JiVT1G8haXR1NZ
flagship,screen-flagship-Q8N6F1,CLDN19,Q8N6F1,53,7.331,0.33,0,sab_pred_DrUEcJ6B8eZ7T4k4yPny
flagship,screen-flagship-Q96S97,MYADM,Q96S97,40,7.342,0.347,0,sab_pred_iRHliR9489amjLGJquEi
anchor2,screen-anchor2-O76100,OR7A10,O76100,37,7.377,0.311,0,sab_pred_ysJD3ohRdPoBt61sFc1x
flagship,screen-flagship-Q8NH04,OR2T27,Q8NH04,37,7.413,0.435,0,sab_pred_bfpKJyjz5rrLXmZXIgBU
flagship,screen-flagship-Q9NZP5,OR5AC2,Q9NZP5,42,7.432,0.341,0,sab_pred_fJ4WKsv2sXp8htYepjKh
anchor2,screen-anchor2-Q8NGP2,OR8J1,Q8NGP2,37,7.434,0.332,0,sab_pred_DW6C1uTxoWrrumx1hrjP
flagship,screen-flagship-O60883,GPR37L1,O60883,109,7.484,0.235,0,sab_pred_CM8jHsj05X2wl0d57Aw2
flagship,screen-flagship-Q8NG83,OR2M3,Q8NG83,37,7.487,0.361,0,sab_pred_WSwP3CLEJqfE4g2dUul1
flagship,screen-flagship-P0C629,OR10J4,P0C629,32,7.548,0.552,1,sab_pred_1mxMSOVmmlUtsAAx1wLt
anchor2,screen-anchor2-Q9NQ90,ANO2,Q9NQ90,104,7.566,0.307,0,sab_pred_cWxGUMDGzYCQrCM6v4aP
flagship,screen-flagship-Q14954,KIR2DS1,Q14954,224,7.579,0.774,1,sab_pred_9RpqIW4Jfxc0zz7FgHli
flagship,screen-flagship-Q8N148,OR6V1,Q8N148,37,7.584,0.564,1,sab_pred_lcOJjLYMrr0ouuhw6kxn
flagship,screen-flagship-P15391,CD19,P15391,272,7.584,0.76,1,sab_pred_ViLNpX38gNnPZu9EOraK
flagship,screen-flagship-P47871,GCGR,P47871,111,7.587,0.255,0,sab_pred_CWpalFxwRGQqOV3jcZHu
flagship,screen-flagship-Q8TDS5,OXER1,Q8TDS5,58,7.593,0.47,0,sab_pred_0eqLSenWjbc0o8GBqBE7
flagship,screen-flagship-Q8N967,LRTM2,Q8N967,275,7.603,0.542,0,sab_pred_UU6pQ5yzSbtzKpwv2VPS
flagship,screen-flagship-P0C617,OR5AL1,P0C617,44,7.605,0.479,0,sab_pred_KbBLxVKCPWJg1hdZDBLj
flagship,screen-flagship-Q8NH70,OR4A16,Q8NH70,37,7.619,0.406,0,sab_pred_DRWeVYBosOCkd58tsHQi
flagship,screen-flagship-O95221,OR5F1,O95221,36,7.634,0.385,0,sab_pred_Dm6Tyu4ne2nDk9jn51ao
flagship,screen-flagship-Q96KK4,OR10C1,Q96KK4,37,7.643,0.935,1,sab_pred_v5chtjlsC1dVQnkglEwH
flagship,screen-flagship-Q8NGJ0,OR5A1,Q8NGJ0,37,7.647,0.401,0,sab_pred_mzzX8O7pQ53nQzsFk0DO
flagship,screen-flagship-Q9Y6M5,SLC30A1,Q9Y6M5,39,7.698,0.371,0,sab_pred_4dYki9MOWOQEuVaLcDgI
flagship,screen-flagship-Q8NGS3,OR1J1,Q8NGS3,38,7.711,0.439,0,sab_pred_uVNJBx7PyBD8VNp1649y
flagship,screen-flagship-Q9NWF4,SLC52A1,Q9NWF4,68,7.749,0.334,0,sab_pred_NHNxu3yImKtqw3MWaTOd
flagship,screen-flagship-P0C7U3,ZDHHC11B,P0C7U3,112,7.757,0.214,0,sab_pred_kcnpas67c0FeqM6yS5z1
flagship,screen-flagship-P21731,TBXA2R,P21731,343,7.777,0.686,1,sab_pred_2zqqj3ZBelxUB1I1rD1I
flagship,screen-flagship-Q8NH37,OR4C3,Q8NH37,37,7.806,0.535,0,sab_pred_S8QaabnuCnhSgmYpopF8
flagship,screen-flagship-Q8NGI6,OR4D10,Q8NGI6,37,7.825,0.525,0,sab_pred_gBLDnagqO1oZbJbamcz6
flagship,screen-flagship-Q9H346,OR52D1,Q9H346,36,7.833,0.483,0,sab_pred_ItLYoehIsuVf9gP3Moke
flagship,screen-flagship-Q8NGK4,OR52K1,Q8NGK4,36,7.837,0.411,0,sab_pred_88zXhkO4a8XA8HK87AZF
anchor2,screen-anchor2-P24530,EDNRB,P24530,75,7.866,0.633,1,sab_pred_fI2zbeHIh508Z6mJ9HDX
flagship,screen-flagship-P49279,SLC11A1,P49279,42,7.874,0.607,1,sab_pred_69U75uYhhv7AsIANKLeM
flagship,screen-flagship-Q9NUN5,LMBRD1,Q9NUN5,57,7.878,0.555,1,sab_pred_VIDpLGlXs7s83mKB0W0y
flagship,screen-flagship-Q86VW1,SLC22A16,Q86VW1,108,7.881,0.176,0,sab_pred_98Db6KRTMDBifjSdwaXh
flagship,screen-flagship-Q8NGE5,OR10A7,Q8NGE5,37,7.897,0.38,0,sab_pred_v8lKl70CrdvZKotnjeNE
flagship,screen-flagship-Q8N349,OR2L13,Q8N349,37,7.907,0.5,0,sab_pred_pQ1XuhohnQZBY8lANRel
anchor2,screen-anchor2-P55344,LIM2,P55344,42,7.912,0.451,0,sab_pred_tfNtxnp0ns999ciz7Ewv
flagship,screen-flagship-O76001,OR2J3,O76001,37,7.916,0.363,0,sab_pred_P5ODzEkLrQUWo4siiMJC
flagship,screen-flagship-Q13145,BAMBI,Q13145,132,7.925,0.528,0,sab_pred_2uR1DExgvzyPpIMv0izQ
flagship,screen-flagship-Q96SL1,DIRC2,Q96SL1,51,7.972,0.322,0,sab_pred_6aRfpLGRP8fNBv544EEG
flagship,screen-flagship-Q8N130,SLC34A3,Q8N130,113,7.975,0.318,0,sab_pred_AoPEENT7aBfN4zPH8ngC
flagship,screen-flagship-Q8N743,KIR3DL3,Q8N743,297,7.982,0.72,1,sab_pred_cbNN81tJWWZnaDv8H1wz
flagship,screen-flagship-Q8NGJ9,OR51T1,Q8NGJ9,36,7.987,0.44,0,sab_pred_n1Bk9KS99w7558KTGx9v
flagship,screen-flagship-Q8TBG9,SYNPR,Q8TBG9,67,7.997,0.587,1,sab_pred_N2aJ6hnpEriNa9bpJXjl
flagship,screen-flagship-Q8NCL8,TMEM116,Q8NCL8,84,8.003,0.732,1,sab_pred_b1gDviO3NObLpa525IE8
anchor2,screen-anchor2-Q12918,KLRB1,Q12918,159,8.007,0.792,1,sab_pred_3Y3ROm5QoKCLl9oiAE6Y
flagship,screen-flagship-Q9H598,SLC32A1,Q9H598,132,8.014,0.266,0,sab_pred_25NAocUo4QPjFfniPMh3
anchor2,screen-anchor2-Q4KMQ2,ANO6,Q4KMQ2,93,8.066,0.821,1,sab_pred_7FcP9RJfKHoELiAS5gyu
flagship,screen-flagship-Q8NGT2,OR13J1,Q8NGT2,37,8.066,0.453,0,sab_pred_qeC6Nduw2NVKIop122jF
flagship,screen-flagship-Q8NG78,OR8G5,Q8NG78,60,8.071,0.453,0,sab_pred_u1UBeLF00trJCCj75i5e
flagship,screen-flagship-Q86SQ3,EMR4P,Q86SQ3,176,8.078,0.502,0,sab_pred_s3fhDrv5dYvk52AsUyCe
flagship,screen-flagship-Q8TCC7,SLC22A8,Q8TCC7,93,8.098,0.279,0,sab_pred_XAvxqJaAiT7nGWwsH7Sj
flagship,screen-flagship-Q8NGQ2,OR6Q1,Q8NGQ2,37,8.114,0.348,0,sab_pred_cxvtHPUpHynBGqahhVza
flagship,screen-flagship-O15431,SLC31A1,O15431,61,8.114,0.329,0,sab_pred_AnxFvkeQ1S2PcjNMnViA
flagship,screen-flagship-Q15858,SCN9A,Q15858,79,8.131,0.396,0,sab_pred_gpRoreKUiCxAkbqEMysn
flagship,screen-flagship-O95918,OR2H2,O95918,37,8.134,0.421,0,sab_pred_fQKL6U3S5oUK0VWBKy8j
anchor2,screen-anchor2-Q8IY34,SLC15A3,Q8IY34,41,8.162,0.247,0,sab_pred_2DC4d4JvnYMFGHR3jF4e
anchor2,screen-anchor2-Q8NHV5,C16orf52,Q8NHV5,38,8.175,0.382,0,sab_pred_SehILAjjNUrbwm6V3Kca
anchor2,screen-anchor2-Q9UHP7,CLEC2D,Q9UHP7,132,8.178,0.661,1,sab_pred_cKNeg6MU53ANlafg49Ln
flagship,screen-flagship-Q9NRM0,SLC2A9,Q9NRM0,35,8.192,0.408,0,sab_pred_sEjeZ2lsNgAIMskJumAQ
flagship,screen-flagship-Q9NZP0,OR6C3,Q9NZP0,37,8.193,0.44,0,sab_pred_z4zTSrXogMKGtb1vhHdZ
flagship,screen-flagship-P47887,OR1E2,P47887,38,8.224,0.538,0,sab_pred_9FauwCFn7ft46EyLDIv4
flagship,screen-flagship-Q9C0K1,SLC39A8,Q9C0K1,110,8.226,0.59,1,sab_pred_mnyZmVvf528Ce6q1RcnW
flagship,screen-flagship-Q96RD3,OR52E6,Q96RD3,36,8.238,0.306,0,sab_pred_z6Y0o3RTyqxpfTuJDtsV
flagship,screen-flagship-Q8NGB9,OR4F6,Q8NGB9,37,8.244,0.424,0,sab_pred_zP9lzZ2RGDtvuzedozgE
flagship,screen-flagship-Q6T423,SLC22A25,Q6T423,115,8.262,0.626,1,sab_pred_OHJmBFQGMtAH5BnA2dB4
flagship,screen-flagship-Q9H5I5,PIEZO2,Q9H5I5,248,8.275,0.671,1,sab_pred_6KIUsy0qli0aaRDb8Fvk
anchor2,screen-anchor2-Q8NH55,OR52E5,Q8NH55,30,8.28,0.348,0,sab_pred_XpXSZHAMJ7Pry4GSTNwo
flagship,screen-flagship-Q9NQ40,SLC52A3,Q9NQ40,62,8.301,0.248,0,sab_pred_YpnRdJAfx2Cd18t3wDvZ
flagship,screen-flagship-Q99075,HBEGF,Q99075,141,8.346,0.177,0,sab_pred_fOwUf7KxZcRChPNOwsZr
flagship,screen-flagship-Q8NGA2,OR7A2P,Q8NGA2,37,8.347,0.535,0,sab_pred_vPg8aATlM56tAgDqsQEb
flagship,screen-flagship-Q8NH40,OR6S1,Q8NH40,39,8.376,0.514,0,sab_pred_vkEyZsn53Zn1LTwr2nfN
flagship,screen-flagship-Q8NGS1,OR1J4,Q8NGS1,37,8.379,0.363,0,sab_pred_HTGu1CSjppDtF9CeoJF0
flagship,screen-flagship-Q8N8F7,LSMEM1,Q8N8F7,64,8.385,0.437,0,sab_pred_I2gHYj8oqlX2l6y7v57z
flagship,screen-flagship-Q8NH50,OR8K5,Q8NH50,37,8.395,0.477,0,sab_pred_FKbkvSo21NlwMS6T7vyM
anchor2,screen-anchor2-P34969,HTR7,P34969,83,8.405,0.421,0,sab_pred_R8WDCuEwKZCnKcBdyVuh
flagship,screen-flagship-A0PJK1,SLC5A10,A0PJK1,43,8.411,0.787,1,sab_pred_TAKHsBcmCtL8x6mZMAzV
flagship,screen-flagship-Q9GZN6,SLC6A16,Q9GZN6,92,8.436,0.401,0,sab_pred_kzyZcwnimOdOL29cXgZy
flagship,screen-flagship-P56749,CLDN12,P56749,56,8.449,0.598,1,sab_pred_Hyd0elV5dZz3eMQqdIpR
anchor2,screen-anchor2-Q96RN1,SLC26A8,Q96RN1,35,8.464,0.451,0,sab_pred_pyEGW3aQCUlGFNnUBkQG
flagship,screen-flagship-Q9NP99,TREM1,Q9NP99,185,8.475,0.269,0,sab_pred_9MidG7WJvDDhYWTZ2iCQ
flagship,screen-flagship-P43628,KIR2DL3,P43628,224,8.491,0.615,1,sab_pred_ljX2oUoo0cOg7YNjSi30
flagship,screen-flagship-Q8NGH7,OR52L1,Q8NGH7,43,8.499,0.275,0,sab_pred_N5aId5st2vKmobyE2Z0h
flagship,screen-flagship-Q9H295,DCSTAMP,Q9H295,91,8.541,0.245,0,sab_pred_qbqjXEoTSASNKNC16Zt9
flagship,screen-flagship-Q3KNT9,TMEM95,Q3KNT9,129,8.542,0.653,1,sab_pred_oFB2LzTGMTpIFajEvgD2
anchor2,screen-anchor2-Q8NH41,OR4K15,Q8NH41,37,8.565,0.388,0,sab_pred_ATQYzTOTNYdTCMzWKbip
flagship,screen-flagship-Q9GZK6,OR2J1,Q9GZK6,37,8.574,0.42,0,sab_pred_bxDVU7WTclRa0hutDSA6
flagship,screen-flagship-P58173,OR2B6,P58173,37,8.591,0.425,0,sab_pred_TP1ARKSX4PuaYiFoOi5M
flagship,screen-flagship-P55017,SLC12A3,P55017,60,8.597,0.353,0,sab_pred_pRwxrBMI0GVJdSM0xd2G
flagship,screen-flagship-Q495M3,SLC36A2,Q495M3,32,8.603,0.615,1,sab_pred_MUoCdsie9TwjMDcbLOrJ
anchor2,screen-anchor2-Q8NGN2,OR10S1,Q8NGN2,38,8.625,0.282,0,sab_pred_9QI5xQ0cuPXury94F11G
flagship,screen-flagship-Q8NH09,OR8S1,Q8NH09,37,8.633,0.454,0,sab_pred_b41A09zdw2k7ZjkT2hE0
flagship,screen-flagship-P30518,AVPR2,P30518,38,8.647,0.604,1,sab_pred_PC7RLnYCn037SvTWvZk7
flagship,screen-flagship-Q8NGZ4,OR2G3,Q8NGZ4,37,8.676,0.423,0,sab_pred_tyudm5sCBnWTMBHxcYeJ
flagship,screen-flagship-P56880,CLDN20,P56880,53,8.679,0.467,0,sab_pred_pGVWHi2lHVPg7OuVizK7
flagship,screen-flagship-Q8NHK3,KIR2DL5B,Q8NHK3,217,8.686,0.722,1,sab_pred_KNjCiL2k6aOEHlDygrrp
flagship,screen-flagship-Q8NGA0,OR7G1,Q8NGA0,42,8.704,0.964,1,sab_pred_eEjtsIkjOS1BRCvbuxHH
flagship,screen-flagship-Q7Z418,KCNK18,Q7Z418,132,8.719,0.194,0,sab_pred_9Xi0B0kJlDASG50Pypvo
flagship,screen-flagship-Q01718,MC2R,Q01718,297,8.733,0.329,0,sab_pred_75G9nHiDIdJjY3xDqOYR
